unit_price;sum_fact;shop_id;sale_profit;cal_date;customer;title
210,34;210,32;9;113,41;01.04.2019;;Сапоги тип 6 - Adidas
16,79;16,79;9;6,5;01.04.2019;;Шапка тип 1 - Puma
153,02;153,04;9;68,1;01.04.2019;;Туфли тип 2 - Reebok
23,92;23,93;9;8,74;01.04.2019;;Рубашка тип 9 - Puma
8,07;8,07;9;3,61;01.04.2019;;Колготки тип 2 - Nike
84,3;84,29;8;48,34;01.04.2019;;Штаны тип 4 - Nike
24,99;25;8;13,2;01.04.2019;;Рубашка тип 6 - Reebok
11,1;11,11;8;5,1;01.04.2019;;Майка тип 2 - Adidas
6,21;6,21;8;2,38;01.04.2019;;Майка тип 4 - Adidas
8,38;8,39;8;3,71;01.04.2019;;Майка тип 4 - Puma
19,8;19,79;8;10,8;01.04.2019;;Рубашка тип 2 - Reebok
11,02;11;8;4,45;01.04.2019;;Шлёпки тип 1 - Nike
12,29;12,29;8;5,79;01.04.2019;;Колготки тип 1 - Reebok
40,2;40,21;8;21,24;01.04.2019;;Рубашка тип 10 - Reebok
187,9;187,89;8;80,65;01.04.2019;;Туфли тип 3 - Puma
47,61;47,61;8;25,97;01.04.2019;;Рубашка тип 6 - Adidas
206,29;206,29;8;101,04;01.04.2019;;Туфли тип 4 - Nike
55,46;55,46;8;30,39;01.04.2019;;Рубашка тип 6 - Nike
11,57;11,57;8;5,28;01.04.2019;;Шапка тип 7 - Adidas
11,57;11,57;8;5,28;01.04.2019;;Шапка тип 7 - Adidas
45,48;90,96;8;43,9;01.04.2019;;Рубашка тип 11 - Nike
27,51;55;9;31,3;01.04.2019;;Шлёпки тип 2 - Nike
8,04;16,07;7;7,29;01.04.2019;;Шапка тип 1 - Adidas
89,29;89,29;5;39,69;01.04.2019;ФИО 632;Туфли тип 3 - Reebok
18,56;18,57;5;8,2;01.04.2019;ФИО 632;Шапка тип 8 - Puma
13,85;13,86;5;4,28;01.04.2019;ФИО 632;Ремень тип 4 - Puma
8,54;8,54;2;3,33;02.04.2019;;Запонка тип 5 - Reebok
16,5;16,5;2;7,67;02.04.2019;;Майка тип 2 - Reebok
75,18;75,18;9;32,07;02.04.2019;;Штаны тип 5 - Puma
89,29;89,29;9;39,69;02.04.2019;;Туфли тип 3 - Reebok
18,11;18,11;9;9,04;02.04.2019;;Колготки тип 5 - Nike
23,18;23,18;9;9,25;02.04.2019;;Запонка тип 3 - Puma
103,26;103,25;9;45,12;02.04.2019;;Кроссовки тип 1 - Puma
15,96;15,96;8;8,64;02.04.2019;;Рубашка тип 10 - Adidas
9,82;9,82;8;5,5;02.04.2019;;Ремень тип 1 - Nike
135,25;135,25;8;54,36;02.04.2019;;Туфли тип 1 - Puma
13,14;13,14;4;5,24;02.04.2019;ФИО 890;Запонка тип 6 - Reebok
33,39;33,39;3;19,64;03.04.2019;;Майка тип 2 - Nike
11,98;11,96;3;6,3;03.04.2019;;Штаны тип 2 - Reebok
47,61;47,61;3;25,97;03.04.2019;;Рубашка тип 6 - Adidas
19,61;19,61;3;9,4;03.04.2019;;Футболка тип 7 - Reebok
16,58;16,57;3;9,5;03.04.2019;;Шапка тип 1 - Nike
78,96;78,96;5;36,96;03.04.2019;;Штаны тип 4 - Reebok
25,52;25,5;5;12,02;03.04.2019;;Ремень тип 3 - Reebok
22,24;22,25;5;10,45;03.04.2019;;Рубашка тип 6 - Reebok
12,27;24,54;5;12,96;03.04.2019;;Штаны тип 10 - Reebok
31,06;62,11;1;34,18;03.04.2019;;Футболка тип 7 - Nike
30,65;61,32;1;25,66;03.04.2019;;Штаны тип 9 - Puma
6,58;6,57;3;2,12;03.04.2019;ФИО 213;Запонка тип 7 - Puma
81,06;81,07;2;37,98;04.04.2019;;Кроссовки тип 5 - Nike
31,31;31,32;2;14,49;04.04.2019;;Рубашка тип 12 - Nike
7,26;7,25;1;3,44;04.04.2019;;Шапка тип 6 - Reebok
9,61;9,61;1;5,14;04.04.2019;;Колготки тип 2 - Nike
17,43;17,43;3;6,75;04.04.2019;ФИО 1204;Колготки тип 6 - Puma
56,39;56,39;6;21,32;05.04.2019;;Кроссовки тип 2 - Puma
14,37;14,36;2;8,01;05.04.2019;;Майка тип 4 - Nike
34,79;34,79;2;17,97;05.04.2019;;Рубашка тип 12 - Nike
169,11;169,11;3;61,86;05.04.2019;;Туфли тип 3 - Puma
28,14;28,14;3;10,47;05.04.2019;;Запонка тип 4 - Puma
22,01;22;5;8,11;05.04.2019;;Футболка тип 3 - Puma
254,61;254,61;9;132,79;05.04.2019;;Сапоги тип 4 - Adidas
14,74;29,5;5;11,06;05.04.2019;ФИО 537;Штаны тип 3 - Puma
82,74;82,75;5;45,13;05.04.2019;ФИО 537;Кроссовки тип 1 - Reebok
120,13;120,14;7;57,23;06.04.2019;;Туфли тип 2 - Adidas
10,3;10,29;3;3,48;06.04.2019;;Ремень тип 1 - Puma
10,39;10,39;3;5,25;06.04.2019;;Футболка тип 4 - Adidas
102,15;102,14;3;46,33;06.04.2019;;Сапоги тип 5 - Adidas
9,69;9,68;8;3,12;06.04.2019;;Запонка тип 7 - Adidas
14,65;29,29;9;15,65;06.04.2019;;Колготки тип 3 - Nike
12,82;12,82;9;6,18;06.04.2019;ФИО 438;Рубашка тип 4 - Adidas
19,16;19,18;9;10,05;06.04.2019;ФИО 438;Колготки тип 6 - Nike
18,22;18,21;9;9,75;06.04.2019;ФИО 438;Шапка тип 6 - Nike
8,35;8,36;9;3,56;06.04.2019;ФИО 438;Футболка тип 1 - Puma
118,36;118,36;6;50,97;06.04.2019;ФИО 804;Кроссовки тип 1 - Nike
227,07;227,07;7;119,96;07.04.2019;;Сапоги тип 3 - Adidas
47,28;47,29;7;24,11;07.04.2019;;Штаны тип 6 - Reebok
21,33;21,32;1;7,36;07.04.2019;;Запонка тип 3 - Reebok
9,96;9,96;5;5,1;07.04.2019;;Шапка тип 2 - Adidas
12,11;12,11;5;7,15;07.04.2019;;Майка тип 1 - Nike
31,9;31,89;9;15,73;07.04.2019;;Штаны тип 11 - Nike
162,73;162,71;9;92,59;07.04.2019;;Кроссовки тип 2 - Nike
45,6;91,21;4;46,28;07.04.2019;;Рубашка тип 12 - Reebok
12,74;25,5;4;12,42;07.04.2019;;Запонка тип 6 - Adidas
93,14;186,29;7;99,64;07.04.2019;ФИО 50;Сапоги тип 2 - Reebok
112,85;112,86;4;42,67;07.04.2019;ФИО 1037;Кроссовки тип 3 - Puma
26,7;26,71;6;13,42;08.04.2019;;Рубашка тип 3 - Adidas
12,66;12,64;6;6,19;08.04.2019;;Ремень тип 4 - Adidas
115,53;115,54;6;42,96;08.04.2019;;Туфли тип 2 - Puma
8,38;8,39;6;3,17;08.04.2019;;Ремень тип 2 - Puma
14,51;14,5;2;5,33;08.04.2019;;Колготки тип 2 - Puma
28,13;28,14;2;14,73;08.04.2019;;Колготки тип 1 - Adidas
11,38;11,39;2;4,91;08.04.2019;;Ремень тип 4 - Adidas
80,37;80,36;2;38,51;08.04.2019;;Кроссовки тип 5 - Reebok
13,25;13,25;2;6,79;08.04.2019;;Футболка тип 6 - Reebok
58,58;58,57;2;31,51;08.04.2019;;Штаны тип 12 - Nike
5,81;5,82;2;2,67;08.04.2019;;Майка тип 1 - Reebok
20,83;20,82;2;10,19;08.04.2019;;Ремень тип 1 - Reebok
8,42;8,43;5;3,42;08.04.2019;;Запонка тип 5 - Puma
115,76;115,75;9;57,3;08.04.2019;;Кроссовки тип 3 - Adidas
75,97;151,93;2;76,72;08.04.2019;;Штаны тип 8 - Adidas
242,27;484,54;2;248,18;08.04.2019;;Сапоги тип 2 - Adidas
17,41;17,43;8;7,95;08.04.2019;ФИО 436;Шапка тип 6 - Adidas
29,33;29,32;7;14,37;08.04.2019;ФИО 878;Запонка тип 4 - Reebok
78,96;78,96;7;36,96;08.04.2019;ФИО 878;Штаны тип 4 - Reebok
23,94;23,93;7;11,73;08.04.2019;ФИО 878;Запонка тип 5 - Adidas
11,09;11,07;3;4,55;09.04.2019;;Запонка тип 6 - Adidas
18,43;18,43;3;9,4;09.04.2019;;Шапка тип 3 - Reebok
8,96;8,96;3;3,96;09.04.2019;;Запонка тип 5 - Puma
218,54;218,54;3;107,04;09.04.2019;;Туфли тип 1 - Reebok
26,7;53,39;3;26,84;09.04.2019;;Рубашка тип 3 - Adidas
46,8;93,61;3;44,59;09.04.2019;;Рубашка тип 7 - Reebok
253,13;506,25;1;269,69;09.04.2019;ФИО 75;Сапоги тип 3 - Nike
68,37;68,36;1;30,76;09.04.2019;ФИО 75;Штаны тип 8 - Adidas
35,98;35,96;2;19,55;10.04.2019;;Рубашка тип 2 - Adidas
75,18;75,18;9;32,07;10.04.2019;;Штаны тип 5 - Puma
24,58;49,14;8;22,73;10.04.2019;ФИО 181;Колготки тип 4 - Adidas
10,77;10,75;8;4,77;10.04.2019;ФИО 181;Майка тип 2 - Adidas
8,04;8,04;8;3,65;10.04.2019;ФИО 181;Шапка тип 1 - Adidas
19,11;19,11;1;10,18;10.04.2019;ФИО 1084;Майка тип 3 - Nike
2,57;2,57;1;1,03;10.04.2019;ФИО 1084;Мячик тип 1 - Puma
56,2;56,18;1;24,73;10.04.2019;ФИО 1084;Рубашка тип 4 - Reebok
220,26;220,25;4;102,47;11.04.2019;;Туфли тип 4 - Reebok
10,5;10,5;4;4,5;11.04.2019;;Колготки тип 4 - Puma
120,13;240,25;4;114,47;11.04.2019;;Туфли тип 2 - Adidas
66,11;66,11;4;35,07;11.04.2019;ФИО 1064;Штаны тип 3 - Reebok
15,6;15,61;7;5,85;12.04.2019;;Рубашка тип 9 - Reebok
102,15;102,14;2;46,33;12.04.2019;;Сапоги тип 5 - Adidas
41,89;41,89;8;22,53;12.04.2019;;Рубашка тип 8 - Nike
40,84;40,86;6;17,31;13.04.2019;;Рубашка тип 11 - Nike
12,38;12,39;6;4,74;13.04.2019;;Футболка тип 2 - Reebok
24,42;24,43;6;7,2;13.04.2019;;Штаны тип 8 - Puma
34,73;34,71;6;17,62;13.04.2019;;Штаны тип 5 - Adidas
21,85;21,86;5;11,46;13.04.2019;;Ремень тип 1 - Adidas
27,78;27,79;9;10,67;13.04.2019;;Штаны тип 5 - Adidas
15,43;15,43;9;8,29;13.04.2019;;Запонка тип 2 - Reebok
7,76;7,75;9;3,94;13.04.2019;;Майка тип 4 - Adidas
154,57;154,57;9;69,64;13.04.2019;;Туфли тип 2 - Reebok
37,25;37,25;9;16,18;13.04.2019;;Штаны тип 2 - Puma
12,32;12,32;9;5,64;13.04.2019;;Запонка тип 3 - Adidas
10,61;10,61;9;4,61;13.04.2019;;Колготки тип 4 - Puma
16,16;16,18;9;8,74;13.04.2019;;Шапка тип 7 - Nike
23,94;23,93;8;11,73;13.04.2019;;Запонка тип 5 - Adidas
37,32;37,32;8;15,11;13.04.2019;;Рубашка тип 5 - Puma
23,2;23,21;8;10,52;13.04.2019;;Рубашка тип 8 - Adidas
21,39;21,39;8;7,47;13.04.2019;;Майка тип 2 - Puma
17,16;17,14;2;7,41;13.04.2019;ФИО 1172;Рубашка тип 9 - Reebok
21,17;21,18;2;7,24;14.04.2019;;Майка тип 2 - Puma
79,28;79,29;2;35,28;14.04.2019;;Штаны тип 8 - Reebok
15,03;15,04;2;6,53;14.04.2019;;Майка тип 1 - Puma
175,64;175,64;2;85,1;14.04.2019;;Сапоги тип 1 - Reebok
10,73;10,75;2;4,27;14.04.2019;;Футболка тип 6 - Reebok
17,14;17,14;2;6,89;14.04.2019;;Кепка тип 3 - Puma
216,28;216,29;3;115,78;14.04.2019;;Сапоги тип 1 - Nike
8,19;8,18;3;3,76;14.04.2019;;Шапка тип 4 - Reebok
11,2;11,21;8;6,27;14.04.2019;;Шлёпки тип 3 - Nike
18,29;36,57;2;13,08;14.04.2019;;Штаны тип 11 - Puma
95,38;190,75;2;97,98;14.04.2019;;Штаны тип 7 - Nike
21,23;42,46;9;24,88;14.04.2019;ФИО 958;Футболка тип 4 - Nike
11,57;11,57;9;5,28;14.04.2019;ФИО 958;Шапка тип 7 - Adidas
23,92;23,93;9;8,74;14.04.2019;ФИО 958;Рубашка тип 9 - Puma
10,03;10,04;9;4,21;14.04.2019;ФИО 958;Шапка тип 5 - Adidas
44,36;44,36;9;17,18;14.04.2019;ФИО 958;Штаны тип 6 - Puma
16;16;9;7;14.04.2019;ФИО 958;Колготки тип 1 - Nike
2,09;2,11;9;0,99;14.04.2019;ФИО 958;Мячик тип 1 - Adidas
69,06;69,07;9;35,6;14.04.2019;ФИО 958;Штаны тип 1 - Nike
10,53;10,54;9;3,78;14.04.2019;ФИО 822;Шлёпки тип 1 - Puma
7,2;7,21;3;3,13;15.04.2019;;Футболка тип 7 - Puma
2,57;2,57;3;1,03;15.04.2019;;Мячик тип 1 - Puma
58,81;58,82;1;29,52;15.04.2019;;Рубашка тип 7 - Nike
21,48;21,46;5;10,41;15.04.2019;;Рубашка тип 11 - Adidas
260,49;260,5;9;132,17;15.04.2019;;Сапоги тип 1 - Adidas
253,13;253,14;9;134,85;15.04.2019;;Сапоги тип 3 - Nike
181,65;181,64;9;74,55;15.04.2019;;Сапоги тип 3 - Adidas
48,5;48,5;9;22,14;15.04.2019;;Рубашка тип 1 - Reebok
36,53;73,07;9;27,07;15.04.2019;;Рубашка тип 7 - Puma
7,07;14,14;3;6,21;15.04.2019;;Колготки тип 5 - Reebok
37,25;74,5;1;32,37;15.04.2019;;Штаны тип 2 - Puma
21,97;43,93;9;22,93;15.04.2019;ФИО 808;Запонка тип 6 - Nike
103,26;206,54;9;90,24;15.04.2019;ФИО 808;Кроссовки тип 1 - Puma
11,2;11,21;9;4,06;15.04.2019;ФИО 808;Футболка тип 2 - Puma
31,75;31,75;4;12,39;15.04.2019;ФИО 777;Рубашка тип 4 - Puma
186;186;4;85,5;15.04.2019;ФИО 777;Сапоги тип 1 - Nike
20,1;20,11;4;10,1;15.04.2019;ФИО 777;Шапка тип 4 - Adidas
11,53;11,54;6;5,71;16.04.2019;;Шапка тип 5 - Adidas
23,18;23,18;6;9,25;16.04.2019;;Запонка тип 3 - Puma
8,74;8,75;6;1,99;16.04.2019;;Шлёпки тип 1 - Puma
17,41;17,43;2;7,95;16.04.2019;;Шапка тип 6 - Adidas
2,16;2,14;2;1,05;16.04.2019;;Мячик тип 1 - Adidas
58,58;58,57;4;31,51;16.04.2019;;Штаны тип 12 - Nike
13,11;13,11;4;6,9;16.04.2019;;Футболка тип 4 - Reebok
55,37;55,36;4;26,97;16.04.2019;;Рубашка тип 7 - Adidas
192,51;192,5;4;94,61;16.04.2019;;Сапоги тип 5 - Reebok
56,13;56,14;8;27,35;16.04.2019;;Штаны тип 7 - Reebok
7;7;9;2,54;16.04.2019;ФИО 656;Запонка тип 7 - Puma
33,94;33,93;9;13,83;16.04.2019;ФИО 656;Рубашка тип 8 - Reebok
253,13;253,14;9;134,85;16.04.2019;ФИО 656;Сапоги тип 3 - Nike
31,75;31,75;9;12,39;16.04.2019;ФИО 656;Рубашка тип 4 - Puma
14,76;14,75;1;6,87;16.04.2019;ФИО 1142;Запонка тип 6 - Reebok
11,1;11,11;7;5,1;17.04.2019;;Майка тип 2 - Adidas
19,39;19,39;7;7,18;17.04.2019;;Запонка тип 5 - Adidas
18,11;18,11;7;9,04;17.04.2019;;Колготки тип 5 - Nike
17,7;17,71;2;8,23;17.04.2019;;Шапка тип 1 - Reebok
12,75;12,75;2;6,86;17.04.2019;;Кепка тип 3 - Nike
13,06;13,07;1;5,74;17.04.2019;;Запонка тип 6 - Puma
10,58;10,57;1;4,22;17.04.2019;;Штаны тип 12 - Puma
18,31;18,32;8;8,77;17.04.2019;;Запонка тип 7 - Reebok
119,24;119,25;8;56,81;17.04.2019;;Кроссовки тип 1 - Adidas
17,76;17,75;8;4,62;17.04.2019;;Колготки тип 3 - Puma
12,82;25,64;8;12,36;17.04.2019;;Рубашка тип 4 - Adidas
45,33;90,68;2;32,52;17.04.2019;;Рубашка тип 1 - Puma
8,08;8,07;2;4,08;18.04.2019;;Шапка тип 5 - Reebok
33,92;33,93;4;18,67;18.04.2019;;Запонка тип 5 - Nike
62,04;62,04;8;32,72;18.04.2019;;Рубашка тип 3 - Nike
35,98;35,96;8;19,55;18.04.2019;;Рубашка тип 2 - Adidas
14,76;29,54;2;13,73;18.04.2019;;Запонка тип 6 - Reebok
17,14;34,29;2;13,78;18.04.2019;;Кепка тип 3 - Puma
220,25;220,25;6;117,82;19.04.2019;;Сапоги тип 4 - Nike
87,12;87,11;4;43,12;19.04.2019;;Штаны тип 8 - Reebok
28,47;28,46;4;15,29;19.04.2019;;Колготки тип 7 - Adidas
21,23;21,21;1;12,44;19.04.2019;;Футболка тип 4 - Nike
42,43;42,43;1;22,32;19.04.2019;;Рубашка тип 8 - Reebok
19,59;19,57;1;7,87;19.04.2019;;Рубашка тип 12 - Puma
38,06;38,07;9;14,52;19.04.2019;;Рубашка тип 11 - Nike
11,27;11,29;8;5,88;19.04.2019;;Колготки тип 7 - Reebok
15,03;30,07;9;13,06;19.04.2019;;Майка тип 1 - Puma
25,69;51,39;1;23,46;19.04.2019;;Запонка тип 3 - Reebok
16,11;32,21;1;14,09;19.04.2019;;Колготки тип 5 - Nike
10,94;21,89;3;11,1;19.04.2019;ФИО 743;Колготки тип 7 - Nike
35,98;35,96;4;19,55;20.04.2019;;Рубашка тип 2 - Adidas
8,19;8,18;3;3,19;20.04.2019;;Шапка тип 5 - Puma
21,72;21,71;3;9,72;20.04.2019;;Штаны тип 9 - Reebok
50,23;50,25;9;28,91;20.04.2019;;Штаны тип 2 - Nike
26,3;26,29;9;13,65;20.04.2019;;Колготки тип 5 - Adidas
228,78;457,54;9;204,48;20.04.2019;;Сапоги тип 5 - Nike
74,17;148,32;3;71,48;20.04.2019;;Штаны тип 5 - Reebok
9,51;9,5;5;5,05;20.04.2019;ФИО 1047;Колготки тип 2 - Nike
64,95;64,93;4;35,02;20.04.2019;ФИО 603;Рубашка тип 9 - Adidas
87,12;87,11;3;43,12;21.04.2019;;Штаны тип 8 - Reebok
58,58;58,57;9;31,51;21.04.2019;;Штаны тип 12 - Nike
8,35;8,36;8;3,56;21.04.2019;;Футболка тип 1 - Puma
24,21;24,21;3;10,63;21.04.2019;ФИО 487;Колготки тип 6 - Reebok
31,9;31,89;2;15,73;22.04.2019;;Штаны тип 11 - Nike
187,9;187,89;1;80,65;22.04.2019;;Туфли тип 3 - Puma
58,85;58,86;9;18,21;22.04.2019;;Кроссовки тип 3 - Reebok
18,24;18,25;8;9,03;22.04.2019;;Футболка тип 2 - Adidas
13,79;13,79;8;6,75;22.04.2019;;Запонка тип 4 - Nike
33,92;33,93;8;18,67;22.04.2019;;Запонка тип 5 - Nike
19,52;19,5;8;11,02;22.04.2019;;Шапка тип 2 - Nike
6,47;6,46;8;2,55;22.04.2019;;Футболка тип 6 - Puma
22,29;44,57;8;16,71;22.04.2019;;Майка тип 2 - Puma
11,67;23,36;6;12,49;22.04.2019;;Шапка тип 8 - Adidas
56,13;56,14;7;27,35;23.04.2019;;Штаны тип 7 - Reebok
20,4;20,39;6;9,33;23.04.2019;;Рубашка тип 11 - Adidas
113,46;113,46;6;55,92;23.04.2019;;Туфли тип 1 - Nike
56,13;56,14;4;27,35;23.04.2019;;Штаны тип 7 - Reebok
28,14;28,14;3;10,47;23.04.2019;;Запонка тип 4 - Puma
18,8;18,79;3;7,09;23.04.2019;;Рубашка тип 12 - Puma
73,56;73,57;3;32,92;23.04.2019;;Кроссовки тип 3 - Reebok
18,43;18,43;3;9,4;23.04.2019;;Шапка тип 3 - Reebok
20,77;20,79;3;11,77;23.04.2019;;Запонка тип 7 - Nike
167,58;167,57;1;98,9;23.04.2019;;Кроссовки тип 6 - Nike
41,89;41,89;1;22,53;23.04.2019;;Рубашка тип 8 - Nike
19,39;19,39;9;10,49;23.04.2019;;Штаны тип 12 - Reebok
10,58;10,57;9;4,22;23.04.2019;;Штаны тип 12 - Puma
29,13;29,14;9;16,31;23.04.2019;;Штаны тип 9 - Nike
45,16;45,14;9;24,44;23.04.2019;;Штаны тип 10 - Adidas
73,56;73,57;9;32,92;23.04.2019;;Кроссовки тип 3 - Reebok
142,6;285,21;2;150,42;23.04.2019;ФИО 71;Кроссовки тип 1 - Nike
15,43;15,43;2;8,29;23.04.2019;ФИО 71;Запонка тип 2 - Reebok
71,35;71,36;4;31,82;23.04.2019;ФИО 1179;Штаны тип 2 - Adidas
21,66;21,64;4;8,52;23.04.2019;ФИО 1179;Колготки тип 3 - Puma
16,09;16,11;4;7,2;23.04.2019;ФИО 1179;Штаны тип 12 - Reebok
24,12;24,11;4;10,48;23.04.2019;ФИО 1179;Колготки тип 5 - Puma
11,83;11,82;6;5,43;23.04.2019;ФИО 1274;Футболка тип 6 - Adidas
10,64;10,64;4;3,5;24.04.2019;;Футболка тип 2 - Puma
68,28;68,29;4;32,32;24.04.2019;;Штаны тип 4 - Nike
23,92;23,93;4;11,57;24.04.2019;;Футболка тип 6 - Nike
27,13;27,14;4;9,92;24.04.2019;;Штаны тип 8 - Puma
8,14;8,14;4;3,32;24.04.2019;;Запонка тип 1 - Puma
8,14;8,14;1;3,32;24.04.2019;;Запонка тип 1 - Puma
75,56;75,57;5;42,1;24.04.2019;;Штаны тип 1 - Nike
3,38;6,75;4;3,54;24.04.2019;;Мячик тип 2 - Adidas
2,35;4,71;4;1,49;24.04.2019;ФИО 1174;Мячик тип 2 - Puma
255,75;511,5;4;242,29;24.04.2019;ФИО 1174;Сапоги тип 4 - Reebok
10,58;10,57;8;4,22;24.04.2019;ФИО 840;Штаны тип 12 - Puma
17,14;17,14;6;6,89;24.04.2019;ФИО 561;Кепка тип 3 - Puma
132,59;132,61;6;65,63;24.04.2019;ФИО 561;Туфли тип 1 - Adidas
15,75;15,75;6;8,29;24.04.2019;ФИО 561;Ремень тип 2 - Reebok
16,73;16,75;7;4,98;25.04.2019;;Штаны тип 11 - Puma
46,28;46,29;4;20,85;25.04.2019;;Кроссовки тип 2 - Reebok
31,27;31,25;5;15,09;25.04.2019;;Штаны тип 11 - Nike
52,91;52,89;5;23,84;25.04.2019;;Рубашка тип 11 - Reebok
9,48;9,46;5;2,73;25.04.2019;;Шлёпки тип 1 - Puma
242,27;242,25;5;124,09;25.04.2019;;Сапоги тип 2 - Adidas
18,43;18,43;9;9,4;25.04.2019;;Шапка тип 3 - Reebok
103,98;103,96;9;31,41;25.04.2019;;Туфли тип 2 - Puma
46,41;46,43;9;22,88;25.04.2019;;Рубашка тип 11 - Nike
285,97;285,96;9;159,44;25.04.2019;;Сапоги тип 5 - Nike
19,71;19,71;8;7,92;25.04.2019;;Рубашка тип 6 - Puma
10,58;21,14;5;8,44;25.04.2019;;Штаны тип 12 - Puma
91,9;91,89;6;34,37;26.04.2019;;Туфли тип 1 - Nike
7,26;7,25;6;3,44;26.04.2019;;Шапка тип 6 - Reebok
12,93;12,93;6;5,61;26.04.2019;;Рубашка тип 10 - Adidas
28,47;28,46;5;15,29;26.04.2019;;Колготки тип 7 - Adidas
12,29;12,29;5;5,79;26.04.2019;;Колготки тип 1 - Reebok
12,37;12,36;5;3,19;26.04.2019;;Колготки тип 2 - Puma
135,25;270,5;2;108,72;26.04.2019;;Туфли тип 1 - Puma
175,87;351,75;1;155,46;26.04.2019;ФИО 660;Сапоги тип 3 - Puma
19,39;38,79;5;20,99;26.04.2019;ФИО 1166;Штаны тип 12 - Reebok
33,24;33,25;1;17,99;26.04.2019;ФИО 660;Запонка тип 5 - Nike
8,26;8,25;1;3,41;26.04.2019;ФИО 660;Шапка тип 2 - Adidas
15,3;15,29;1;7,98;26.04.2019;ФИО 660;Штаны тип 9 - Adidas
8,14;8,14;1;3,32;26.04.2019;ФИО 660;Запонка тип 1 - Puma
26,24;26,25;5;11,6;26.04.2019;ФИО 1166;Рубашка тип 11 - Puma
46,8;46,79;7;22,3;27.04.2019;;Рубашка тип 7 - Reebok
42,12;42,11;7;17,62;27.04.2019;;Рубашка тип 7 - Reebok
12,27;12,25;7;6,48;27.04.2019;;Штаны тип 10 - Reebok
14,16;14,14;2;7,48;27.04.2019;;Запонка тип 3 - Adidas
101,2;101,21;2;43,05;27.04.2019;;Кроссовки тип 1 - Puma
8,38;16,79;7;7,41;27.04.2019;;Майка тип 4 - Puma
74,17;74,18;9;35,74;27.04.2019;ФИО 623;Штаны тип 5 - Reebok
15,9;15,89;3;6,87;27.04.2019;ФИО 214;Запонка тип 2 - Puma
16,84;16,82;3;7,77;27.04.2019;ФИО 214;Колготки тип 5 - Nike
9,77;9,79;3;4,34;27.04.2019;ФИО 214;Рубашка тип 3 - Puma
139,95;139,96;7;69,81;28.04.2019;;Кроссовки тип 2 - Nike
11,2;11,21;2;6,27;28.04.2019;;Шлёпки тип 3 - Nike
6,22;6,21;2;3,07;28.04.2019;;Майка тип 1 - Reebok
11,38;11,39;8;4,91;28.04.2019;;Шлёпки тип 2 - Puma
12,75;12,75;8;6,18;28.04.2019;;Колготки тип 3 - Reebok
10,39;10,39;8;5,25;28.04.2019;;Футболка тип 4 - Adidas
69,89;69,89;8;29,24;28.04.2019;;Кроссовки тип 3 - Reebok
6,76;6,75;8;3,61;28.04.2019;;Майка тип 1 - Reebok
59,98;59,96;8;24,95;28.04.2019;;Штаны тип 1 - Reebok
24,62;49,25;2;16,68;28.04.2019;;Рубашка тип 12 - Adidas
91,13;91,14;7;35,27;29.04.2019;;Кроссовки тип 6 - Puma
14,74;14,75;7;5,53;29.04.2019;;Штаны тип 3 - Puma
238,79;238,79;7;117,58;29.04.2019;;Сапоги тип 3 - Reebok
18,11;18,11;7;9,04;29.04.2019;;Колготки тип 5 - Nike
56,24;56,25;7;29,17;29.04.2019;;Штаны тип 12 - Nike
78,24;78,25;7;34,92;29.04.2019;;Сапоги тип 2 - Reebok
12,74;12,75;6;6,21;29.04.2019;;Запонка тип 6 - Adidas
187,9;187,89;6;80,65;29.04.2019;;Туфли тип 3 - Puma
15,96;15,96;3;8,64;29.04.2019;;Рубашка тип 10 - Adidas
16,74;16,75;3;8,95;29.04.2019;;Шлёпки тип 2 - Reebok
16,67;33,36;7;15,42;29.04.2019;;Колготки тип 3 - Adidas
2,58;2,57;6;0,98;30.04.2019;;Мячик тип 2 - Puma
8,27;8,29;6;4,59;30.04.2019;;Запонка тип 2 - Nike
37,25;37,25;2;16,18;30.04.2019;;Штаны тип 2 - Puma
22,23;22,21;2;8,66;30.04.2019;;Колготки тип 6 - Reebok
37,25;37,25;2;16,18;30.04.2019;;Штаны тип 2 - Puma
42,43;42,43;2;22,32;30.04.2019;;Рубашка тип 8 - Reebok
66,11;66,11;4;35,07;30.04.2019;;Штаны тип 3 - Reebok
9,01;9;1;3,62;30.04.2019;;Шлёпки тип 3 - Adidas
19,8;19,79;1;10,8;30.04.2019;;Рубашка тип 2 - Reebok
2,6;2,61;1;1,28;30.04.2019;;Мячик тип 2 - Nike
197,62;197,61;5;116,23;30.04.2019;;Сапоги тип 6 - Nike
24,7;49,39;5;22,26;30.04.2019;;Колготки тип 6 - Reebok
10,58;21,14;4;8,08;30.04.2019;;Запонка тип 6 - Adidas
89,07;178,14;9;92;30.04.2019;ФИО 805;Кроссовки тип 5 - Nike
18,24;18,25;9;9,03;30.04.2019;ФИО 805;Футболка тип 2 - Adidas
46,28;46,29;4;20,85;01.05.2019;;Кроссовки тип 2 - Reebok
11,27;11,29;1;5,88;01.05.2019;;Колготки тип 7 - Reebok
8,35;8,36;1;3,56;01.05.2019;;Футболка тип 1 - Puma
34,8;34,79;9;18,84;01.05.2019;;Штаны тип 12 - Adidas
13,14;13,14;9;4,93;01.05.2019;;Шлёпки тип 3 - Puma
210,34;210,32;9;113,41;01.05.2019;;Сапоги тип 6 - Adidas
